"","Practice","Pres_Count_Allergies","Pres_Count_Asthma","Pres_Count_Diabetes"
"5892","M85008",41,27,43
"5893","M85009",32,20,77
"5894","M85010",19,10,56
"5895","M85011",83,26,71
"5896","M85013",23,18,58
"5897","M85014",30,17,48
"5898","M85015",50,23,64
"5899","M85016",67,34,72
"5900","M85018",88,32,68
"5901","M85019",113,40,102
"5902","M85020",68,28,69
"5903","M85021",24,11,34
"5904","M85023",93,38,68
"5905","M85024",57,19,73
"5906","M85025",67,26,63
"5907","M85026",96,39,76
"5908","M85027",69,29,61
"5909","M85028",117,44,96
"5910","M85029",64,23,59
"5911","M85030",73,31,55
"5912","M85031",99,39,62
"5913","M85033",102,32,77
"5914","M85034",120,31,73
"5915","M85035",32,34,54
"5916","M85037",76,27,76
"5917","M85038",99,33,95
"5918","M85041",45,17,47
"5919","M85042",29,12,46
"5920","M85043",58,34,61
"5921","M85045",18,10,31
"5922","M85046",55,28,52
"5923","M85047",51,28,47
"5924","M85048",94,37,70
"5925","M85051",47,18,64
"5926","M85052",41,27,43
"5927","M85053",85,23,64
"5928","M85055",47,23,46
"5929","M85056",48,24,44
"5930","M85058",90,25,52
"5931","M85059",32,21,43
"5932","M85060",89,35,89
"5933","M85061",86,41,84
"5934","M85062",63,32,60
"5935","M85063",245,65,149
"5936","M85064",38,17,66
"5937","M85065",82,32,76
"5938","M85066",77,37,83
"5939","M85068",65,27,61
"5940","M85069",82,25,85
"5941","M85070",97,43,84
"5942","M85071",66,38,55
"5943","M85072",60,22,57
"5944","M85074",70,33,64
"5945","M85075",40,20,62
"5946","M85076",76,31,59
"5947","M85077",62,26,68
"5948","M85078",55,25,76
"5949","M85079",69,45,72
"5950","M85081",97,34,71
"5951","M85082",47,12,75
"5952","M85083",85,31,78
"5953","M85084",47,36,69
"5954","M85085",11,13,32
"5955","M85086",52,29,62
"5956","M85087",75,42,75
"5957","M85088",60,31,81
"5958","M85092",60,42,68
"5959","M85094",8,10,22
"5960","M85097",23,9,39
"5961","M85098",23,18,50
"5962","M85100",31,12,50
"5963","M85103",56,25,60
"5964","M85105",28,22,51
"5965","M85107",33,19,49
"5966","M85108",62,26,59
"5967","M85110",49,21,65
"5968","M85111",49,30,64
"5969","M85113",66,33,75
"5970","M85115",36,15,42
"5971","M85116",84,25,71
"5972","M85117",56,36,50
"5973","M85118",59,18,55
"5974","M85123",49,19,74
"5975","M85124",78,35,74
"5976","M85127",24,9,40
"5977","M85128",54,21,59
"5978","M85133",26,11,43
"5979","M85134",24,19,43
"5980","M85136",50,27,46
"5981","M85139",53,22,66
"5982","M85141",42,28,53
"5983","M85142",27,16,27
"5984","M85143",46,25,51
"5985","M85145",37,12,56
"5986","M85146",54,19,61
"5987","M85149",79,28,74
"5988","M85153",22,15,36
"5989","M85154",53,26,47
"5990","M85155",38,30,55
"5991","M85156",52,20,56
"5992","M85158",24,17,37
"5993","M85159",38,22,44
"5994","M85163",38,23,44
"5995","M85164",71,32,93
"5996","M85167",33,16,51
"5997","M85170",71,18,79
"5998","M85171",26,14,43
"5999","M85172",70,25,64
"6000","M85174",44,28,64
"6001","M85175",82,34,66
"6002","M85176",30,22,70
"6003","M85177",42,35,62
"6004","M85178",94,31,87
"6005","M85179",50,31,61
"6006","M85600",74,32,59
"6007","M85611",19,9,39
"6008","M85624",60,28,59
"6009","M85634",49,20,83
"6010","M85642",50,16,56
"6011","M85652",17,10,26
"6012","M85663",31,19,43
"6013","M85669",36,21,46
"6014","M85670",21,9,49
"6015","M85671",27,15,20
"6016","M85676",70,27,54
"6017","M85677",52,17,54
"6018","M85679",44,11,50
"6019","M85680",19,13,37
"6020","M85684",6,3,14
"6021","M85686",14,14,30
"6022","M85689",18,12,38
"6023","M85693",18,12,35
"6024","M85694",17,27,35
"6025","M85697",46,20,52
"6026","M85699",94,39,63
"6027","M85701",38,14,52
"6028","M85704",33,20,58
"6029","M85706",23,23,44
"6030","M85711",17,9,32
"6031","M85713",43,22,49
"6032","M85715",61,28,63
"6033","M85716",34,26,64
"6034","M85717",32,22,43
"6035","M85721",30,13,48
"6036","M85722",67,19,65
"6037","M85730",32,21,41
"6038","M85732",18,13,39
"6039","M85733",29,16,47
"6040","M85735",55,13,43
"6041","M85736",34,22,71
"6042","M85739",37,16,66
"6043","M85741",25,15,36
"6044","M85746",39,30,53
"6045","M85749",27,13,41
"6046","M85753",33,16,36
"6047","M85756",37,15,43
"6048","M85757",23,13,43
"6049","M85759",48,33,67
"6050","M85766",37,11,54
"6051","M85768",3,3,2
"6052","M85770",20,18,37
"6053","M85774",58,15,44
"6054","M85776",23,26,46
"6055","M85778",15,14,23
"6056","M85779",35,26,50
"6057","M85781",47,19,59
"6058","M85782",26,8,16
"6059","M85783",55,17,59
"6060","M85784",5,2,3
"6061","M85786",15,20,40
"6062","M85792",35,15,34
"6063","M85794",23,14,53
"6064","M85797",52,21,79
"6065","M85801",21,11,45
"6066","M85803",52,22,73
"6067","M85805",12,6,17
"6068","M85813",10,4,0
"6069","M86001",47,37,51
"6070","M86002",50,44,89
"6071","M86003",97,36,86
"6072","M86004",93,31,70
"6073","M86005",33,35,66
"6074","M86006",76,36,68
"6075","M86007",61,27,64
"6076","M86008",80,32,83
"6077","M86009",83,30,80
"6078","M86010",70,30,68
"6079","M86011",37,31,52
"6080","M86012",44,33,68
"6081","M86013",39,24,56
"6082","M86014",121,37,79
"6083","M86015",89,42,86
"6084","M86016",28,26,63
"6085","M86017",66,39,91
"6086","M86018",62,32,73
"6087","M86019",52,35,69
"6088","M86020",51,35,65
"6089","M86021",71,28,58
"6090","M86022",25,14,37
"6091","M86023",47,27,68
"6092","M86026",37,27,57
"6093","M86027",82,25,65
"6094","M86028",23,25,58
"6095","M86029",63,35,64
"6096","M86030",61,25,55
"6097","M86032",80,38,83
"6098","M86033",39,39,52
"6099","M86034",57,28,68
"6100","M86035",29,25,59
"6101","M86037",38,27,55
"6102","M86038",36,20,56
"6103","M86039",29,21,53
"6104","M86040",46,26,59
"6105","M86041",36,31,51
"6106","M86044",27,17,57
"6107","M86045",73,33,84
"6108","M86046",45,29,66
"6109","M86048",51,24,58
"6110","M86604",0,2,4
"6111","M86605",21,20,39
"6112","M86607",18,15,34
"6113","M86610",12,11,31
"6114","M86612",20,14,42
"6115","M86613",23,21,36
"6116","M86617",27,24,54
"6117","M86621",8,7,27
"6118","M86622",30,11,47
"6119","M86624",52,32,74
"6120","M86627",24,26,59
"6121","M86629",29,24,39
"6122","M86631",0,1,0
"6123","M86633",55,25,60
"6124","M86638",33,23,55
"6125","M86639",13,5,4
"6126","M87001",53,27,64
"6127","M87002",34,20,50
"6128","M87003",67,28,75
"6129","M87005",76,33,70
"6130","M87006",48,32,66
"6131","M87007",83,36,81
"6132","M87008",57,36,63
"6133","M87009",90,46,89
"6134","M87010",49,35,78
"6135","M87011",115,42,100
"6136","M87012",44,30,59
"6137","M87013",64,34,84
"6138","M87014",58,33,59
"6139","M87015",61,33,77
"6140","M87016",38,34,73
"6141","M87017",61,37,67
"6142","M87018",75,25,68
"6143","M87019",44,34,67
"6144","M87020",59,23,66
"6145","M87021",42,36,86
"6146","M87023",58,34,80
"6147","M87024",109,42,95
"6148","M87025",35,27,47
"6149","M87026",41,29,56
"6150","M87027",37,24,46
"6151","M87028",56,31,52
"6152","M87030",33,24,57
"6153","M87034",42,17,60
"6154","M87036",25,25,50
"6155","M87037",38,21,67
"6156","M87041",45,26,54
"6157","M87601",59,31,65
"6158","M87602",82,27,99
"6159","M87605",32,25,45
"6160","M87612",26,19,29
"6161","M87617",23,20,46
"6162","M87618",16,9,42
"6163","M87620",38,18,50
"6164","M87621",1,4,3
"6165","M87623",21,20,38
"6166","M87625",15,19,37
"6167","M87628",33,13,43
"6168","M87629",25,22,47
"6169","M87632",0,0,0
"6170","M87634",0,1,3
"6171","M87638",31,20,55
"6172","M87639",1,0,0
"6173","M87640",3,0,0
"6174","M88001",48,34,65
"6175","M88002",68,33,84
"6176","M88003",68,31,82
"6177","M88004",101,34,91
"6178","M88005",79,33,97
"6179","M88006",96,27,97
"6180","M88007",77,44,81
"6181","M88008",24,21,50
"6182","M88009",60,38,88
"6183","M88010",38,37,69
"6184","M88012",81,28,86
"6185","M88013",88,45,92
"6186","M88014",29,24,63
"6187","M88015",52,34,86
"6188","M88016",20,31,48
"6189","M88018",88,40,95
"6190","M88019",23,18,35
"6191","M88020",93,31,81
"6192","M88021",59,20,59
"6193","M88022",61,29,75
"6194","M88023",39,45,71
"6195","M88024",31,20,51
"6196","M88026",36,33,54
"6197","M88030",38,26,73
"6198","M88031",32,20,52
"6199","M88032",42,41,99
"6200","M88035",36,21,62
"6201","M88036",41,20,56
"6202","M88038",92,33,86
"6203","M88040",46,24,70
"6204","M88041",28,14,45
"6205","M88042",34,22,55
"6206","M88043",42,26,56
"6207","M88044",25,19,48
"6208","M88600",26,24,48
"6209","M88610",24,22,62
"6210","M88612",56,29,48
"6211","M88616",73,38,77
"6212","M88618",22,15,43
"6213","M88619",34,31,63
"6214","M88620",22,20,47
"6215","M88623",24,20,36
"6216","M88624",27,26,64
"6217","M88625",26,19,48
"6218","M88626",20,19,51
"6219","M88627",26,21,47
"6220","M88628",39,20,50
"6221","M88629",18,15,26
"6222","M88630",27,17,65
"6223","M88633",36,23,62
"6224","M88635",21,16,45
"6225","M88637",25,14,42
"6226","M88639",24,16,55
"6227","M88640",37,14,70
"6228","M88643",39,26,69
"6229","M88645",104,40,72
"6230","M88646",34,15,47
"6231","M88647",39,19,52
"6232","M89001",36,21,46
"6233","M89002",67,31,80
"6234","M89003",166,49,103
"6235","M89004",35,30,54
"6236","M89005",55,29,62
"6237","M89007",52,26,57
"6238","M89008",51,40,68
"6239","M89009",72,46,78
"6240","M89010",67,24,58
"6241","M89012",62,40,73
"6242","M89013",31,27,55
"6243","M89015",104,32,72
"6244","M89016",84,34,79
"6245","M89017",116,38,92
"6246","M89019",78,38,68
"6247","M89021",56,20,44
"6248","M89024",23,18,43
"6249","M89026",82,34,69
"6250","M89027",63,30,70
"6251","M89028",65,25,58
"6252","M89030",25,12,38
"6253","M89601",60,22,63
"6254","M89602",30,21,51
"6255","M89606",13,12,35
"6256","M89608",16,14,36
"6257","M91003",48,32,71
"6258","M91004",72,41,78
"6259","M91006",40,32,61
"6260","M91007",75,36,83
"6261","M91008",79,29,72
"6262","M91009",39,38,66
"6263","M91010",64,35,75
"6264","M91011",57,28,66
"6265","M91013",72,42,89
"6266","M91014",47,30,65
"6267","M91015",75,34,76
"6268","M91016",19,11,34
"6269","M91017",88,35,65
"6270","M91018",45,25,53
"6271","M91019",95,44,79
"6272","M91020",47,17,63
"6273","M91021",63,40,74
"6274","M91022",29,26,41
"6275","M91024",23,21,49
"6276","M91025",29,24,46
"6277","M91026",24,17,45
"6278","M91028",49,28,55
"6279","M91029",38,34,64
"6280","M91032",25,21,54
"6281","M91033",45,34,57
"6282","M91034",54,33,60
"6283","M91036",15,23,46
"6284","M91602",33,23,35
"6285","M91604",46,35,57
"6286","M91609",21,22,41
"6287","M91611",26,19,40
"6288","M91612",37,31,48
"6289","M91613",41,30,53
"6290","M91614",32,27,55
"6291","M91616",117,44,95
"6292","M91619",36,17,50
"6293","M91621",55,15,60
"6294","M91623",20,22,42
"6295","M91624",28,23,39
"6296","M91625",52,23,57
"6297","M91626",41,23,43
"6298","M91628",37,12,55
"6299","M91629",41,23,68
"6300","M91637",25,23,46
"6301","M91639",22,21,46
"6302","M91640",41,30,56
"6303","M91641",42,26,62
"6304","M91642",13,13,33
"6305","M91643",54,24,50
"6306","M91647",68,22,82
"6307","M91650",50,42,58
"6308","M91654",19,17,47
"6309","M91655",40,33,65
"6310","M91659",33,30,76
"6311","M91660",16,16,33
"6312","M92001",22,16,54
"6313","M92002",68,34,66
"6314","M92003",19,19,38
"6315","M92004",28,18,57
"6316","M92006",55,17,56
"6317","M92007",53,25,65
"6318","M92008",81,24,78
"6319","M92009",116,41,98
"6320","M92010",75,29,85
"6321","M92011",108,31,84
"6322","M92012",75,25,80
"6323","M92013",58,29,67
"6324","M92014",25,14,40
"6325","M92015",29,21,53
"6326","M92016",52,21,69
"6327","M92019",58,25,66
"6328","M92022",28,22,61
"6329","M92024",104,38,85
"6330","M92026",48,32,58
"6331","M92027",32,25,61
"6332","M92028",50,27,59
"6333","M92029",67,21,61
"6334","M92030",36,28,66
"6335","M92031",55,24,72
"6336","M92035",35,21,65
"6337","M92039",44,27,68
"6338","M92040",34,30,76
"6339","M92041",36,19,59
"6340","M92042",25,13,50
"6341","M92043",42,24,54
"6342","M92044",51,18,59
"6343","M92607",72,39,89
"6344","M92609",46,20,59
"6345","M92612",42,18,67
"6346","M92627",45,22,47
"6347","M92629",28,17,46
"6348","M92630",44,29,64
"6349","M92640",33,7,38
"6350","M92643",20,14,51
"6351","M92647",39,22,50
"6352","M92649",39,28,60
"6353","M92654",69,28,70
"6354","M92656",2,0,0
"6355","M92657",0,0,0
"6356","N81001",40,27,46
"6357","N81002",82,31,62
"6358","N81005",85,25,61
"6359","N81006",46,20,55
"6360","N81007",60,30,82
"6361","N81008",68,32,69
"6362","N81009",41,30,62
"6363","N81010",48,26,51
"6364","N81011",88,35,85
"6365","N81012",78,28,74
"6366","N81013",52,28,62
"6367","N81014",53,25,54
"6368","N81015",52,34,74
"6369","N81016",80,36,77
"6370","N81017",66,21,62
"6371","N81018",62,24,73
"6372","N81019",90,39,77
"6373","N81020",84,40,79
"6374","N81021",39,27,59
"6375","N81022",61,37,68
"6376","N81023",41,24,66
"6377","N81024",85,35,77
"6378","N81025",57,28,78
"6379","N81026",55,32,65
"6380","N81027",109,33,86
"6381","N81028",39,25,62
"6382","N81029",82,36,80
"6383","N81030",70,30,77
"6384","N81031",35,28,54
"6385","N81032",127,44,91
"6386","N81033",72,22,59
"6387","N81034",72,27,70
"6388","N81035",76,36,71
"6389","N81036",44,26,49
"6390","N81037",84,35,63
"6391","N81038",47,27,68
"6392","N81039",79,36,72
"6393","N81040",45,31,61
"6394","N81041",61,25,66
"6395","N81042",58,27,50
"6396","N81043",68,29,71
"6397","N81044",79,28,69
"6398","N81045",86,38,81
"6399","N81046",54,25,58
"6400","N81047",72,28,79
"6401","N81048",85,50,76
"6402","N81049",39,25,56
"6403","N81050",59,26,55
"6404","N81051",46,25,67
"6405","N81052",77,36,82
"6406","N81053",79,36,80
"6407","N81054",67,33,67
"6408","N81055",56,38,62
"6409","N81056",64,31,69
"6410","N81057",109,38,77
"6411","N81059",57,25,62
"6412","N81060",47,28,71
"6413","N81061",45,28,73
"6414","N81062",97,39,78
"6415","N81063",52,37,75
"6416","N81064",52,36,66
"6417","N81065",36,30,58
"6418","N81066",58,36,81
"6419","N81067",59,35,78
"6420","N81068",66,43,89
"6421","N81069",25,16,45
"6422","N81070",75,43,70
"6423","N81071",31,21,54
"6424","N81072",50,39,60
"6425","N81073",84,36,80
"6426","N81074",33,36,54
"6427","N81075",88,35,72
"6428","N81077",89,32,71
"6429","N81079",55,24,63
"6430","N81080",44,30,57
"6431","N81081",63,23,49
"6432","N81082",75,32,68
"6433","N81083",45,24,60
"6434","N81084",96,33,81
"6435","N81085",73,31,65
"6436","N81086",78,37,76
"6437","N81087",121,41,101
"6438","N81088",62,39,77
"6439","N81089",81,34,70
"6440","N81090",18,36,70
"6441","N81091",23,25,58
"6442","N81092",56,32,77
"6443","N81093",45,21,64
"6444","N81094",45,30,55
"6445","N81095",39,25,68
"6446","N81096",69,32,59
"6447","N81097",38,26,44
"6448","N81100",49,21,59
"6449","N81101",34,15,55
"6450","N81102",28,13,43
"6451","N81107",28,20,35
"6452","N81108",60,32,65
"6453","N81109",48,32,61
"6454","N81111",47,27,68
"6455","N81112",51,26,54
"6456","N81113",65,37,66
"6457","N81114",82,34,78
"6458","N81115",27,24,58
"6459","N81117",40,28,64
"6460","N81118",47,32,57
"6461","N81119",63,30,63
"6462","N81120",45,17,53
"6463","N81121",70,26,62
"6464","N81122",81,30,75
"6465","N81123",47,28,62
"6466","N81125",50,25,62
"6467","N81127",72,37,77
"6468","N81607",3,2,3
"6469","N81614",43,19,46
"6470","N81618",23,24,50
"6471","N81619",43,26,52
"6472","N81623",18,18,51
"6473","N81624",59,24,54
"6474","N81625",21,19,36
"6475","N81626",55,33,52
"6476","N81628",66,28,68
"6477","N81631",0,0,0
"6478","N81632",37,25,62
"6479","N81634",0,1,1
"6480","N81635",0,0,0
"6481","N81637",19,18,46
"6482","N81640",0,0,0
"6483","N81642",42,22,37
"6484","N81645",22,15,42
"6485","N81649",0,0,0
"6486","N81651",27,16,32
"6487","N81653",0,0,0
"6488","N81654",12,3,6
"6489","N81655",14,5,10
"6490","N81657",2,0,0
"6491","N82001",58,32,73
"6492","N82002",50,34,66
"6493","N82003",44,32,49
"6494","N82004",23,24,55
"6495","N82009",78,32,67
"6496","N82011",97,43,68
"6497","N82014",46,35,58
"6498","N82018",88,45,85
"6499","N82019",34,30,50
"6500","N82022",67,43,79
"6501","N82024",102,30,82
"6502","N82026",63,23,56
"6503","N82033",48,29,54
"6504","N82034",74,39,68
"6505","N82035",77,38,66
"6506","N82036",55,31,57
"6507","N82037",115,42,81
"6508","N82039",33,24,48
"6509","N82041",76,33,76
"6510","N82046",61,38,67
"6511","N82048",57,43,63
"6512","N82049",45,36,64
"6513","N82050",42,25,37
"6514","N82051",27,24,48
"6515","N82052",40,33,44
"6516","N82053",122,44,84
"6517","N82054",64,30,60
"6518","N82058",38,21,47
"6519","N82059",33,17,43
"6520","N82060",40,34,42
"6521","N82062",66,21,48
"6522","N82065",45,31,60
"6523","N82066",77,33,76
"6524","N82067",59,30,55
"6525","N82070",78,37,82
"6526","N82073",57,25,56
"6527","N82074",82,34,82
"6528","N82076",39,30,60
"6529","N82077",29,30,48
"6530","N82078",61,34,56
"6531","N82079",45,18,44
"6532","N82081",27,25,38
"6533","N82082",28,26,74
"6534","N82083",72,31,59
"6535","N82084",74,36,70
"6536","N82086",36,28,55
"6537","N82087",26,26,37
"6538","N82089",21,23,47
"6539","N82090",90,31,68
"6540","N82091",29,24,46
"6541","N82092",56,31,69
"6542","N82093",31,29,48
"6543","N82094",70,32,70
"6544","N82095",22,31,50
"6545","N82097",45,33,59
"6546","N82099",60,45,75
"6547","N82100",34,17,48
"6548","N82101",38,38,56
"6549","N82103",59,31,66
"6550","N82104",49,17,44
"6551","N82106",45,34,49
"6552","N82107",22,7,32
"6553","N82108",63,24,58
"6554","N82109",34,31,50
"6555","N82110",75,39,68
"6556","N82113",25,19,42
"6557","N82115",62,39,69
"6558","N82116",59,27,53
"6559","N82117",74,40,77
"6560","N82617",18,16,53
"6561","N82621",35,22,49
"6562","N82623",20,36,60
"6563","N82633",29,26,45
"6564","N82641",47,36,63
"6565","N82645",25,24,58
"6566","N82646",65,33,71
"6567","N82647",1,4,1
"6568","N82648",20,19,34
"6569","N82650",27,26,38
"6570","N82651",28,19,42
"6571","N82655",42,27,47
"6572","N82657",2,3,4
"6573","N82662",68,36,57
"6574","N82663",26,25,45
"6575","N82664",27,21,44
"6576","N82665",56,34,53
"6577","N82667",0,0,0
"6578","N82668",23,26,44
"6579","N82669",32,26,46
"6580","N82670",26,27,52
"6581","N82671",27,31,64
"6582","N82676",43,23,44
"6583","N82678",26,20,38
"6584","N83001",95,40,81
"6585","N83002",74,43,75
"6586","N83003",86,29,59
"6587","N83005",54,32,73
"6588","N83006",29,33,45
"6589","N83007",23,23,39
"6590","N83008",61,33,66
"6591","N83009",105,44,79
"6592","N83010",67,27,72
"6593","N83012",87,25,61
"6594","N83013",33,25,63
"6595","N83014",88,39,72
"6596","N83015",41,39,60
"6597","N83017",23,21,46
"6598","N83018",64,43,71
"6599","N83019",89,37,74
"6600","N83020",68,33,75
"6601","N83021",58,27,63
"6602","N83022",62,31,65
"6603","N83023",59,35,77
"6604","N83024",54,41,64
"6605","N83025",34,28,63
"6606","N83026",30,21,38
"6607","N83027",61,35,61
"6608","N83028",136,55,107
"6609","N83030",60,35,52
"6610","N83031",25,26,29
"6611","N83032",73,46,79
"6612","N83033",57,51,60
"6613","N83035",58,26,61
"6614","N83041",41,22,54
"6615","N83043",33,28,55
"6616","N83045",42,26,62
"6617","N83047",42,23,48
"6618","N83049",35,19,48
"6619","N83050",30,29,44
"6620","N83053",59,24,47
"6621","N83054",44,25,49
"6622","N83055",54,41,62
"6623","N83056",30,29,67
"6624","N83060",48,28,55
"6625","N83601",46,33,52
"6626","N83603",68,26,67
"6627","N83604",28,22,40
"6628","N83605",44,28,54
"6629","N83608",87,41,76
"6630","N83609",33,24,49
"6631","N83610",30,25,49
"6632","N83611",39,24,50
"6633","N83612",33,23,48
"6634","N83614",20,15,38
"6635","N83619",20,22,35
"6636","N83620",23,17,49
"6637","N83621",32,38,53
"6638","N83622",37,27,47
"6639","N83624",28,15,53
"6640","N83628",30,20,40
"6641","N83633",45,36,58
"6642","N83635",37,29,47
"6643","N83636",31,24,39
"6644","N83637",35,26,49
"6645","N83638",4,3,0
"6646","N83641",0,0,0
"6647","N84001",47,21,48
"6648","N84002",36,31,49
"6649","N84003",69,34,73
"6650","N84004",88,40,67
"6651","N84005",79,32,76
"6652","N84006",62,31,58
"6653","N84007",67,40,53
"6654","N84008",71,31,63
"6655","N84009",34,16,54
"6656","N84010",3,3,8
"6657","N84011",57,33,62
"6658","N84012",66,38,73
"6659","N84013",28,29,54
"6660","N84014",20,24,43
"6661","N84015",46,39,59
"6662","N84016",46,39,60
"6663","N84017",96,32,70
"6664","N84018",72,30,68
"6665","N84019",46,40,57
"6666","N84020",73,28,70
"6667","N84021",74,44,73
"6668","N84023",50,35,60
"6669","N84024",79,33,68
"6670","N84025",61,41,63
"6671","N84026",26,16,34
"6672","N84027",27,25,60
"6673","N84028",45,38,60
"6674","N84029",50,34,53
"6675","N84034",33,39,54
"6676","N84035",31,20,54
"6677","N84036",27,19,32
"6678","N84037",24,18,39
"6679","N84038",41,37,52
"6680","N84041",58,32,51
"6681","N84043",18,20,29
"6682","N84605",23,20,53
"6683","N84611",30,30,48
"6684","N84613",34,20,45
"6685","N84614",22,19,35
"6686","N84615",21,22,48
"6687","N84617",29,22,45
"6688","N84618",39,20,45
"6689","N84621",32,26,48
"6690","N84624",59,32,54
"6691","N84625",42,21,54
"6692","N84626",45,16,30
"6693","N84627",31,16,34
"6694","N84628",0,2,1
"6695","N84630",30,24,42
"6696","N85001",45,22,55
"6697","N85002",76,39,82
"6698","N85003",41,31,48
"6699","N85005",92,39,75
